,vender,url,product,description,image,price,live
0,Kono,https://kono.store/collections/keycap-sets/products/kds-transmutation,KDS Transmutation,"Transform your workspace from the mundane into the otherworldly. This fully custom-designed keycap set evokes mysterious cults, forgotten languages, the lunar cycle, and all the dark entities who inhabit the forest depths. The fundamentals begin for all intrepid alchemists with transmutation. The core set includes alch",https://cdn.shopify.com/s/files/1/1994/3097/products/TRANSMUTATION---FINAL-PhotoRoom_1200x1200.png?v=1660858243,$19.99,True
1,Kono,https://kono.store/collections/keycap-sets/products/tecsee-pbt-classic-black-keycap-set,Tecsee PBT Classic Black Keycap Set,"With top-end materials and clean monochrome colorway, the Tecsee PBT Classic Black Keycap Set is the tuxedo of the keycap world. This sophisticated set includes 167 keys, including a base kit, numpad, and non-standard spacebars. The Cherry Profile keycaps are subtly sculpted to aid with touch typing. These doubleshot P",https://cdn.shopify.com/s/files/1/1994/3097/products/BOW_1200x800.jpg?v=1647379086,$59.99,True
2,Kono,https://kono.store/collections/keycap-sets/products/tai-hao-black-red-pbt-keycap-set,Tai-Hao Black & Red PBT Keycap Set,"Tai-Hao PBT keycaps are the perfect addition to your favorite boards, with an ample selection of colors to express your style! The PBT material resists skin oils and doubleshot legends won't fade like printed legends, making these ideal for long-term use! Check out our full Tai-Hao Keycap Collection here! details PBT M",https://cdn.shopify.com/s/files/1/1994/3097/products/TH-05-00122_2_f2564e8e-553e-4b9e-8a5e-9b1a715d88a6_1200x1200.jpg?v=1648755410,$44.99,True
3,Kono,https://kono.store/collections/keycap-sets/products/epbt-wuyinzhuyin,ePBT WuYinZhuYin,"This clean and professional set features Chinese sublegends and a smooth white on black colorway. With a universal colorway that will pair well with any setup, choose from ample compatibility and accent kits to really make the board your own, all while maintaining that formal, focused impression. details Designed by Yo",https://cdn.shopify.com/s/files/1/1994/3097/products/ca66_3_1200x1200.png?v=1626808611,$14.99,True
4,Kono,https://kono.store/collections/keycap-sets/products/tai-hao-red-abs-keycap-set,Tai-Hao Red ABS Keycap Set,"Tai-Hao doubleshot ABS keycaps are a great way to customize your board without breaking the bank! Choose from the many colorways to personalize your standard layout board. Doubleshot legends mean they'll never fade even after long term use, as the legend shapes are molded into each key, rather than printed on! Check ou",https://cdn.shopify.com/s/files/1/1994/3097/products/TH-05-01522_91308a69-b957-4c9d-bc62-28b192e4dace_1200x1200.jpg?v=1648760191,$27.99,True
5,Kono,https://kono.store/collections/keycap-sets/products/gmk-alpine,GMK Alpine,"GMK Alpine is an ode to purple mountain-majesty. Peaky novelty keycaps host the Alps’ most iconic silhouettes; cool white legends elevate the crunch of snow to the sound of keyswitches. Switzerland’s people found that mountains are bunkers, friends, and antagonists against the backdrop of time. Enjoy a window into graz",https://cdn.shopify.com/s/files/1/1994/3097/products/GMKAlpineProductImage_1200x1200.png?v=1661194704,$19.99,True
6,Kono,https://kono.store/collections/keycap-sets/products/gmk-spirit-keycap-set,GMK Spirit Keycap Set,"The Army may be mean and green, but militaria doesn't need to be. GMK Spirit commemorates grit and valor with universal military symbols. Subtly support the troops with this classic black and yellow colorway. mili-what? Military collectibles are called militaria. Most collectors have a hard time sharing their collectio",https://cdn.shopify.com/s/files/1/1994/3097/products/GMK_SPIRIT_1200x676.jpg?v=1580425284,$19.99,True
7,Kono,https://kono.store/collections/keycap-sets/products/gmk-ursa-keycap-set,GMK Ursa Keycap Set,"GMK Ursa evokes the spirit of the forest in a peaceful and pure fashion. Nathanalphaman's naturalistic design is inspired by Lake Tahoe and California's other mountain hideaways — perfect habitat for American black bears. Turn your keyboard into a portrait of ursine perception, featuring food-related flora and fauna, w",https://cdn.shopify.com/s/files/1/1994/3097/products/Iron_165_Ursa_2019-Sep-07_08-53-29PM-000_CustomizedView2673167495_1200x898.png?v=1574104123,$44.99,True
8,Kono,https://kono.store/collections/keycap-sets/products/maxkey-foundation,Maxkey Foundation,"This solid colorway is neutral with a slightly warm tone and will go together with most any setup. A very useful set to have in any enthusiast's arsenal. A solid, clean font and classic cherry-themed novelties round out this fantastic kit. ABS Doubleshot SA Profile Produced by Maxkey Compatible with Kono 84, Gemini Dus",https://cdn.shopify.com/s/files/1/1994/3097/products/Primus_Foundation_c1v01_1200x900.png?v=1623714055,$99.99,True
9,Kono,https://kono.store/collections/keycap-sets/products/tai-hao-love-in-paris-pbt-keycap-set,Tai-Hao Love in Paris PBT Keycap Set & Deskmat Bundle,"Inspired by Tai-Hao's classic Sakura Michi keycap set, Love in Paris is a backlit keycap set in six pastel colors. The colorway captures the feeling of falling in love in Paris beneath the さくら (sakura), the Japanese word for cherry blossoms. Deskmat included free with every keycap set purchase! You can easily use the s",https://cdn.shopify.com/s/files/1/1994/3097/products/Love-In-Paris-Product-Image_1200x800.jpg?v=1660930940,$89.99,True
10,Kono,https://kono.store/collections/keycap-sets/products/sa-calm-depths,SA Calm Depths Keycap Set,Originally designed by CalmB4tehPwn - Calm Depths is a relaxing colorway with deep blues and subdued greys. Produced by Maxkey in a doubleshot SA Profile - this set looks perfect on a silver or dark framed mechanical keyboard. Calm Depths has coverage over a wide variety of mechanical keyboards including the WhiteFox a,https://cdn.shopify.com/s/files/1/1994/3097/products/KIRA80v2_CalmDepths_c3_1200x900.png?v=1659569140,$139.99,True
11,Kono,https://kono.store/collections/keycap-sets/products/sa-troubled-minds-keycap-set,SA Troubled Minds Keycap Set,"SA Troubled Minds isn’t for people with faint hearts or weak wills. Its iconic purple and green colorway draws inspiration from decades of conflicted characters. Heroes, villains, and morally ambiguous cast members have been steeped in such hues of decadence and illness since the dawn of modern media. conceived from ch",https://cdn.shopify.com/s/files/1/1994/3097/products/Troubled-Minds-Keycap-Set-Card-min_1200x800.png?v=1526056240,$36.99,True
12,Kono,https://kono.store/collections/keycap-sets/products/tai-hao-miami-pbt-keycap-set,Tai-Hao Miami PBT Keycap Set,"Tai-Hao PBT keycaps are the perfect addition to your favorite boards, with an ample selection of colors to express your style! The PBT material resists skin oils and doubleshot legends won't fade like printed legends, making these ideal for long-term use! Check out our full Tai-Hao Keycap Collection here! details PBT M",https://cdn.shopify.com/s/files/1/1994/3097/products/TH-05-00322_2_3a11cdc0-09f4-44ec-8bcb-1f357cafc5fe_1200x1200.jpg?v=1648757080,$44.99,True
13,Kono,https://kono.store/collections/keycap-sets/products/kds-deku,KDS Deku,"Kono and Scucka present KDS Deku! A remake of one of the most popular keycap sets, now in high quality PBT dye-sub! With new novelties, kits, and a fantastic HIBI Artisan, this quirky fan-favorite set is sure to be a heavy hitter! Thanks to the KDS manufacturing process, red, white, and teal compliment beautiful hiraga",https://cdn.shopify.com/s/files/1/1994/3097/products/KDS-DEKU_1200x800.jpg?v=1660933196,$44.99,True
14,Kono,https://kono.store/collections/keycap-sets/products/epbt-less-but-better,ePBT Less But Better,"A minimalist keycap design that pays tribute to German industrial designer, Dieter Rams. Sometimes complexity gets in the way of beauty. This keycap set pairs simple geometry with strong iconography to create a timeless piece of computer art. details Designed by openkey.design Produced by ePBT PBT Cherry Profile Dye Su",https://cdn.shopify.com/s/files/1/1994/3097/products/HHKB09_1200x675.jpg?v=1661288376,$19.99,True
15,Kono,https://kono.store/collections/keycap-sets/products/gmk-shadow,GMK Shadow,"Note: This was a group buy. It launched July 6th and closed August 6th. Please check the Weekly Updates page for current status of production. Pre-orders for extras live now! ﻿Awaken yourself for the dark and brooding colorway of GMK Shadow. On your journey you will undoubtedly face countless opponents, but worry not, ",https://cdn.shopify.com/s/files/1/1994/3097/products/j-02upblack_1200x672.jpg?v=1625535066,$19.99,False
16,Kono,https://kono.store/collections/keycap-sets/products/gmk-retrocast,GMK Retrocast,"GMK Retrocast honors handheld gaming systems — their ageless pastel designs amused us in our greatest moments of need. At family gatherings, cherrywood-floral decor surrendered to quiet corner armchairs and colorful cartridges. Venerate memories of comfy nooks, long car rides, and captivating games with this gorgeous k",https://cdn.shopify.com/s/files/1/1994/3097/products/Koyu1-PhotoRoom_1200x1200.png?v=1661193881,$13.99,True
17,Kono,https://kono.store/collections/keycap-sets/products/gmk-evil-dolch,GMK Evil Dolch,GMK Evil Dolch departs from its namesake by doubling down on drama. Brooding colors culminate in a sleek and sophisticated palette. Scheme to your heart's content with its devious novelties — perhaps you'll concoct the ultimate plan! Check out the GMK Evil Dolch Deskmats. simply evil Evil doesn't need to be complicated,https://cdn.shopify.com/s/files/1/1994/3097/products/Iron180_1200x676.png?v=1595357543,$44.99,True
